238.910, 129.746, 8.336, 12.134 False
238.632, 129.736, 8.336, 12.167 False
238.355, 129.726, 8.335, 12.200 False
238.077, 129.717, 8.335, 12.233 False
237.799, 129.708, 8.335, 12.266 False
237.521, 129.698, 8.335, 12.299 False
237.244, 129.689, 8.335, 12.332 False
236.966, 129.680, 8.335, 12.365 False
236.688, 129.671, 8.335, 12.398 False
236.411, 129.661, 8.335, 12.431 False
236.133, 129.652, 8.335, 12.464 False
235.855, 129.643, 8.335, 12.497 False
235.578, 129.634, 8.335, 12.530 False
235.300, 129.626, 8.335, 12.563 False
235.022, 129.617, 8.335, 12.596 False
234.745, 129.609, 8.335, 12.629 False
234.467, 129.600, 8.335, 12.662 False
234.189, 129.592, 8.335, 12.695 False
233.911, 129.583, 8.335, 12.728 False
233.634, 129.575, 8.335, 12.761 False
233.356, 129.567, 8.335, 12.794 False
233.078, 129.558, 8.335, 12.827 False
232.801, 129.550, 8.334, 12.860 False
232.523, 129.542, 8.334, 12.893 False
232.245, 129.534, 8.334, 12.926 False
231.968, 129.526, 8.334, 12.959 False
231.690, 129.518, 8.334, 12.992 False
231.412, 129.510, 8.334, 13.025 False
231.134, 129.502, 8.334, 13.058 False
230.857, 129.495, 8.334, 13.091 False
230.579, 129.487, 8.334, 13.124 False
230.301, 129.479, 8.334, 13.157 False
230.024, 129.472, 8.334, 13.190 False
229.746, 129.464, 8.334, 13.223 False
229.468, 129.457, 8.334, 13.256 False
229.191, 129.449, 8.334, 13.289 False
228.913, 129.442, 8.334, 13.322 False
228.635, 129.435, 8.334, 13.355 False
228.357, 129.428, 8.334, 13.388 False
228.080, 129.420, 8.334, 13.421 False
227.802, 129.413, 8.334, 13.454 False
227.524, 129.407, 8.334, 13.487 False
227.247, 129.400, 8.334, 13.520 False
226.969, 129.393, 8.334, 13.553 False
226.691, 129.386, 8.334, 13.586 False
226.414, 129.379, 8.334, 13.619 False
226.136, 129.373, 8.334, 13.652 False
225.858, 129.366, 8.334, 13.685 False
225.580, 129.359, 8.334, 13.718 False
225.303, 129.353, 8.334, 13.751 False
225.025, 129.347, 8.334, 13.784 False
224.747, 129.340, 8.334, 13.817 False
224.470, 129.334, 8.334, 13.850 False
224.192, 129.328, 8.334, 13.883 False
223.914, 129.322, 8.334, 13.916 False
223.636, 129.316, 8.334, 13.949 False
223.359, 129.310, 8.334, 13.982 False
223.081, 129.304, 8.334, 14.015 False
222.803, 129.298, 8.334, 14.048 False
222.525, 129.292, 8.334, 14.081 False
222.248, 129.287, 8.334, 14.114 False
221.970, 129.281, 8.334, 14.147 False
221.692, 129.276, 8.334, 14.180 False
221.414, 129.270, 8.334, 14.213 False
221.137, 129.265, 8.334, 14.246 False
220.859, 129.260, 8.334, 14.279 False
220.581, 129.255, 8.333, 14.312 False
220.303, 129.250, 8.333, 14.345 False
220.026, 129.245, 8.333, 14.378 False
219.748, 129.240, 8.333, 14.411 False
219.470, 129.235, 8.333, 14.444 False
219.193, 129.231, 8.333, 14.477 False
218.915, 129.226, 8.333, 14.510 False
218.637, 129.222, 8.333, 14.543 False
218.359, 129.217, 8.333, 14.576 False
218.082, 129.213, 8.333, 14.609 False
217.804, 129.209, 8.333, 14.642 False
217.526, 129.204, 8.333, 14.675 False
217.248, 129.200, 8.333, 14.708 False
216.971, 129.196, 8.333, 14.741 False
216.693, 129.192, 8.333, 14.774 False
216.415, 129.188, 8.333, 14.807 False
216.137, 129.185, 8.333, 14.840 False
215.860, 129.181, 8.333, 14.873 False
215.582, 129.178, 8.333, 14.906 False
215.304, 129.175, 8.333, 14.939 False
215.026, 129.171, 8.333, 14.972 False
214.749, 129.168, 8.333, 15.005 False
214.471, 129.165, 8.333, 15.038 False
214.193, 129.162, 8.333, 15.071 False
213.915, 129.159, 8.333, 15.104 False
213.638, 129.156, 8.333, 15.137 False
213.360, 129.153, 8.333, 15.170 False
213.082, 129.150, 8.333, 15.203 False
212.804, 129.147, 8.333, 15.236 False
212.526, 129.145, 8.333, 15.269 False
212.249, 129.143, 8.333, 15.302 False
211.971, 129.140, 8.333, 15.335 False
211.693, 129.138, 8.333, 15.368 False
211.415, 129.136, 8.333, 15.401 False
211.138, 129.134, 8.333, 15.434 False
210.860, 129.131, 8.333, 15.467 False
210.582, 129.129, 8.333, 15.500 False
210.304, 129.128, 8.333, 15.533 False
210.026, 129.126, 8.333, 15.566 False
209.749, 129.125, 8.333, 15.599 False
209.471, 129.123, 8.333, 15.632 False
209.193, 129.122, 8.333, 15.665 False
208.915, 129.120, 8.333, 15.698 False
208.638, 129.119, 8.333, 15.731 False
208.360, 129.118, 8.333, 15.764 False
208.082, 129.116, 8.333, 15.797 False
207.804, 129.115, 8.333, 15.830 False
207.526, 129.114, 8.333, 15.863 False
207.249, 129.113, 8.333, 15.896 False
206.971, 129.112, 8.333, 15.929 False
206.693, 129.111, 8.333, 15.962 False
206.415, 129.110, 8.333, 15.995 False
206.138, 129.109, 8.333, 16.028 False
205.860, 129.108, 8.333, 16.061 False
205.582, 129.107, 8.333, 16.094 False
